AgentID,Name,Region,Specialization,HireDate,TotalPoliciesSold
AGE3205,Brother,North,Perhaps,11/09/2022,96
AGE3206,Buy,Central,Ability,2024-08-04,193
AGE3207,Arm,Central,Administration,17/03/2023,292
AGE3208,Rather,central,Must,18-05-2024,11
AGE3209,Side,West,Speech,01/26/2023,214
AGE3210,Manager,West,Garden,30/09/2024,248
AGE3211,Which,East,Method,08-12-2022,279
AGE3212,Serious,North,Night,2022-04-09,44
AGE2621,System,West,Score,06-09-2024,271
AGE3214,Southern,West,Catch,07/04/2023,93
AGE3215,Character,East,Voice,22/01/2023,76
AGE3216,Necessary,South,Writer,02/01/2022,43
AGE3217,Score,South,Top,12-09-2024,144
AGE3218,Western,West,At,18/06/2023,14
AGE3219,Listen,South,Us,2024-02-19,140
AGE3220,Close,East,Seem,22-12-2022,94
AGE2890,Author,North,Word,2024-10-16,272
AGE3222,Want,Central,Budget,2023-08-19,281
AGE2495,Table,South,Personal,13/02/2023,136
AGE3224,Only,Central,Term,25-01-2023,14
AGE3225,Still,East,Doctor,2023-05-17,241
AGE3226,Song,North,Person,16/01/2022,162
INVALID_19,Character,North,Authority,22-07-2022,175
AGE3228,Education,East,Decision,10-11-2022,51
AGE3229,Indeed,West,Film,10/07/2022,36
AGE3230,Thought,North,Star,08/08/2022,55
AGE3231,Situation,East,These,08/10/2024,59
AGE3232,Wind,West,Bag,28/05/2022,61
AGE3233,Already,East,Side,05/07/2022,176
AGE3234,Or,North,These,07/30/2022,103
AGE3235,Above,North,Hard,16/02/2023,182
AGE3236,No,West,Week,26-08-2023,141
AGE3237,Bank,North,Police,22-11-2022,0
AGE3238,Nothing,South,Course,05/19/2022,11
AGE3239,Fight,NORTH,Knowledge,2023-12-05,286
AGE3240,Different,Central,Administration,2022-06-10,147
AGE3241,Knowledge,Central,How,07/12/2024,52
AGE3242,Away,South,College,07/28/2022,160
AGE0121,Democrat,Central,Meeting,08/23/2022,212
AGE3244,Prove,Central,City,10-09-2023,151
AGE3245,Sea,North,Alone,11-01-2024,120
AGE3246,Spring,South,Show,16/11/2022,73
AGE1804,Set,North,Site,2023-11-13,56
AGE3248,Question,West,Wide,06/12/2022,172
AGE3249,Series,NORTH,Perhaps,14-06-2024,62
AGE3250,Tax,Central,Two,04-01-2023,216
AGE3251,Since,SOUTH,These,2022-12-20,129
AGE3252,Life,East,May,29-03-2023,151
AGE3253,Receive,east,Price,2023-12-16,224
AGE3254,Property,North,Shoulder,2022-09-19,212
AGE3255,Security,South,Practice,2024-03-19,211
AGE3256,Team,West,Support,16-04-2023,9999
AGE3257,Participant,West,Your,19-11-2024,15
AGE3258,Hospital,south,Respond,24/02/2022,193
AGE3259,Future,West,Same,2023-12-23,15
AGE3260,Economy,East,He,2024-06-27,100
AGE3261,Finally,South,Avoid,08/08/2024,32
AGE3262,Truth,South,Memory,15/01/2024,190
AGE3263,Brother,West,Garden,14/03/2022,39
AGE3264,Notice,Central,Meeting,16-04-2022,187
AGE3265,Page,East,During,02/24/2022,82
AGE3266,True,North,Half,2023-12-20,82
INVALID_21,Whole,NORTH,Real,29/10/2022,247
AGE0919,Language,North,Might,10-09-2024,0
AGE3269,Together,West,Today,2023-11-02,54
AGE3270,Follow,West,Notice,2023-12-13,216
AGE3271,Her,East,Room,02-06-2024,248
AGE3272,Decide,Central,Yard,04-10-2022,146
AGE3273,High,NORTH,Property,09/01/2024,248
AGE3274,Say,West,Radio,22/05/2023,268
AGE3275,Authority,South,Court,05/21/2022,170
AGE3276,Story,South,Watch,31/07/2022,217
AGE3277,Last,South,Describe,04/20/2022,170
AGE3278,Table,East,Hundred,26/06/2022,102
AGE3279,Teacher,Central,Cup,30/11/2023,223
AGE3280,Woman,CENTRAL,Collection,07-08-2022,105
AGE3281,Believe,South,Team,15/03/2023,19
AGE3282,Side,Central,Trip,08/09/2023,248
AGE3283,Far,Central,Actually,2024-04-15,194
AGE3284,Ago,SOUTH,Word,03/09/2024,138
AGE3285,Her,East,Work,05/09/2022,15
AGE3286,Center,East,Style,08-04-2022,104
AGE3287,General,East,Public,28-07-2022,124
AGE3288,Improve,Central,Process,25-02-2024,71
AGE3289,Continue,NORTH,Hair,23/01/2023,255
AGE3290,Perform,North,Radio,06/19/2024,256
AGE3291,Themselves,Central,Once,2022-07-26,145
AGE1500,Former,North,And,05/01/2023,245
AGE3293,On,South,Address,09/22/2024,97
AGE3294,War,South,Star,06/01/2024,18
AGE3295,Responsibility,North,Medical,09/25/2023,286
AGE3296,Suggest,South,Memory,03/25/2022,9999
AGE3297,Approach,Central,Everybody,2023-08-24,167
AGE3298,Up,West,Building,2023-03-18,111
AGE3299,Hot,South,Produce,26-05-2022,167
AGE3300,Establish,South,Pattern,23-06-2023,156
AGE3301,Pick,West,Culture,02/06/2022,82
AGE3302,Build,South,Play,2022-08-09,104
INVALID_4,Focus,East,Board,06/02/2023,274
AGE3304,Real,West,Republican,01/13/2024,78
AGE3305,Coach,South,Soon,2022-02-20,256
AGE3306,Year,North,Security,26/06/2023,287
AGE3307,Standard,South,Finish,26-05-2022,230
AGE3308,Writer,North,Crime,29/01/2023,31
AGE3309,Stand,south,Road,03/04/2022,240
AGE3310,Safe,Central,Issue,08/27/2022,177
AGE3311,Democrat,North,Sense,09/01/2022,27
AGE3312,Image,East,Your,18-06-2024,280
AGE3313,Write,East,Point,04/26/2023,25
AGE3314,Address,West,Computer,18/06/2022,9
AGE3315,Forget,East,Task,09-09-2022,144
AGE3316,Rule,West,Cut,04/09/2023,5
AGE3317,Way,South,Front,06/08/2022,183
AGE0945,Whether,North,Tough,25-08-2023,175
AGE3319,Action,East,Position,21/05/2023,284
AGE3320,Factor,East,Account,07/19/2022,135
AGE3321,Sound,East,Someone,16/11/2024,4
AGE3322,Responsibility,Central,Range,2022-02-15,-1
AGE3323,Within,North,Federal,30/09/2024,5
AGE3324,Easy,North,At,07-09-2024,219
AGE3325,Management,West,Chance,13/12/2023,204
AGE3326,Weight,West,Black,06/24/2023,190
AGE3327,Available,Central,Mind,12/31/2023,141
AGE3328,Certainly,South,See,13-12-2023,292
AGE3329,Media,Central,Himself,24-02-2023,155
AGE3330,Plant,North,Professor,27-09-2022,244
AGE3331,Hear,West,Good,07/17/2024,211
AGE3332,Thousand,South,Worry,27-07-2024,183
AGE3333,Each,North,Employee,18/02/2024,48
AGE3334,Morning,West,Summer,02/03/2022,34
AGE3335,Throw,Central,Bag,21-01-2022,9
AGE3336,Money,North,Different,2022-04-19,83
AGE3337,Finish,West,Garden,2022-12-02,189
AGE3338,Wife,East,Someone,2023-11-08,104
AGE3339,Use,West,Issue,18-12-2022,38
AGE3340,Either,East,Purpose,03/30/2022,223
AGE3341,Participant,Central,Congress,04/01/2024,142
AGE3342,Place,East,Experience,2022-07-30,238
AGE3343,Majority,South,Reveal,01/16/2023,96
INVALID_88,Year,East,Mouth,22-12-2024,168
AGE1373,Enter,North,Year,12/06/2023,86
AGE3346,Suffer,East,Site,2024-05-22,263
AGE3347,Democratic,North,Eat,2023-08-16,20
AGE3348,Step,East,Piece,2024-10-12,212
AGE3349,Bad,West,Party,23/11/2023,200
AGE3350,Plan,East,Us,14-08-2024,168
AGE3351,Thought,West,Sea,02/09/2023,239
AGE3352,Understand,Central,Together,10/02/2022,186
AGE3353,Million,East,Participant,14-09-2024,238
AGE3354,Feeling,South,Bill,10/03/2022,61
AGE0920,Its,East,Upon,01/22/2024,83
AGE3356,Low,South,General,02-01-2023,12
AGE3357,Network,South,Police,2024-12-19,283
AGE3358,Eight,South,Certainly,2024-05-18,52
AGE3359,Store,South,System,18-03-2023,283
AGE3360,Box,West,Truth,06/03/2024,9
AGE3361,Save,Central,Science,19/07/2023,105
AGE3362,Group,Central,West,22-03-2024,242
AGE3363,Budget,East,Military,07/01/2024,17
AGE0928,Religious,West,Product,13-12-2022,225
AGE3365,Final,West,Clearly,14-07-2023,131
AGE3366,Environment,East,Structure,19-06-2023,111
AGE3367,Notice,North,Then,05/08/2022,104
AGE3368,Gas,South,Carry,10/25/2023,174
AGE3369,First,West,Try,25/04/2022,181
AGE3370,Our,North,Station,06/30/2023,269
AGE3371,Do,East,According,11/15/2022,287
AGE3372,Leave,Central,Customer,09/23/2024,292
AGE3373,Reduce,North,Agency,04/09/2024,51
AGE3374,Stop,South,Reality,2023-04-24,110
AGE3375,Base,South,Modern,28-06-2022,195
AGE3376,Evening,West,Key,2024-05-10,168
AGE3377,Attorney,West,Not,05-08-2024,57
AGE3378,Make,CENTRAL,Production,10-03-2023,182
AGE3379,Note,Central,Maintain,13/11/2022,178
AGE3380,Stock,north,Toward,05/08/2023,81
AGE3381,Example,Central,Herself,09/23/2023,188
AGE3382,Information,East,Back,16/04/2023,4
AGE3383,Any,Central,Create,09/09/2022,8
AGE3384,Nearly,East,Item,01/03/2023,54
AGE3385,Answer,Central,Four,04/16/2024,179
AGE3386,Grow,North,Executive,2024-09-22,234
AGE3387,Will,North,Wrong,16-08-2023,24
AGE3388,End,East,Guess,12/05/2023,294
INVALID_82,Kind,Central,Institution,2023-01-08,183
AGE3390,Account,West,Positive,02-10-2022,22
AGE3391,Marriage,West,May,02/06/2024,263
AGE3392,Dark,EAST,Growth,18/02/2023,93
AGE3393,Term,WEST,Where,04/10/2024,147
AGE0939,Too,North,Represent,24/12/2024,294
AGE3395,Not,West,Rich,19-05-2023,27
AGE3396,Space,West,Picture,03/02/2024,107
AGE3397,Thousand,West,Early,2023-11-01,199
INVALID_24,Place,South,Hot,13-08-2023,202
AGE3399,Tv,East,Close,09/19/2023,31
AGE3400,Oil,East,There,25/04/2024,218
AGE3401,Individual,West,Marriage,29/04/2023,156
AGE3402,So,South,Dinner,2024-04-06,182
AGE3403,Tree,South,Success,27/05/2024,210
AGE3404,Admit,West,Find,03/13/2022,245
AGE3405,Challenge,East,Such,05/09/2023,206
AGE3406,Art,West,Project,29/01/2024,44
AGE3407,Yard,North,Easy,22-05-2024,282
AGE3408,Stuff,South,Factor,2024-01-25,110
AGE3409,Specific,North,Ask,30-10-2024,150
AGE3410,Drive,North,Physical,30-04-2023,209
AGE3411,Sort,West,Since,28-09-2023,230
AGE3412,Buy,West,Party,18/03/2024,21
AGE3413,My,East,If,2022-01-23,36
AGE3414,Require,West,May,2023-07-15,125
AGE3415,Level,east,On,08/06/2024,118
AGE3416,Reach,South,Born,2022-06-02,237
AGE3417,Law,Central,Anything,2022-01-08,47
AGE3418,Church,North,Gun,04-03-2024,96
AGE3419,Next,East,Job,2022-06-30,172
AGE3420,Center,Central,Possible,09-05-2023,188
AGE3421,Top,North,Citizen,01/13/2022,42
AGE3422,Town,North,Car,11-08-2023,280
AGE3423,Move,Central,Someone,2022-06-29,108
AGE3424,Black,North,Order,30/03/2024,77
AGE3425,Year,west,Wish,12/21/2023,208
AGE3426,Poor,North,Maintain,09/05/2023,283
AGE3427,Feeling,Central,His,12/21/2022,165
AGE3428,Take,North,Gas,2024-03-31,283
AGE3429,Growth,North,News,2022-08-12,224
AGE3430,South,South,Major,17-09-2022,290
AGE3431,Style,East,Project,11/13/2022,9999
AGE3432,Need,North,Clear,20/07/2023,7
INVALID_40,Of,West,Security,14/05/2023,93
AGE3434,Home,West,Idea,17/06/2024,229
AGE3435,Success,Central,Pick,30-07-2022,17
INVALID_69,Exist,South,Half,2023-10-03,292
AGE3437,Share,West,Measure,06/02/2024,53
AGE3438,Question,West,Deal,04/08/2022,229
AGE3439,Hard,South,Green,2022-04-12,50
AGE3440,From,East,Explain,2023-07-09,259
AGE3441,All,West,Down,2022-12-06,76
AGE3442,Last,west,Form,25/05/2023,299
AGE3443,Week,Central,Drug,04/07/2022,103
AGE3444,Western,West,He,17-08-2024,73
AGE3445,Name,West,Country,10/02/2023,46
AGE3446,Low,North,Pass,05/11/2022,113
AGE3447,Heavy,West,Movement,18/09/2024,9999
AGE3448,Prepare,North,Necessary,08/21/2024,28
AGE3449,Tv,South,Company,01/16/2023,19
AGE3450,Minute,SOUTH,Few,2022-09-04,286
AGE3451,Scientist,North,Situation,2023-11-30,276
AGE3452,Little,North,Build,2022-09-05,198
INVALID_27,Term,North,Participant,03/18/2022,44
AGE3454,There,West,No,11-10-2023,-1
AGE3455,Dream,Central,Million,18-12-2023,245
AGE3456,Wish,South,Many,04/27/2024,162
AGE3457,Southern,South,Example,29-06-2024,243
AGE3458,Join,central,Senior,01-08-2024,159
AGE3459,Remain,South,Green,11/08/2023,215
AGE3460,Nature,North,Say,2022-09-04,239
AGE3461,Ground,SOUTH,Goal,15-03-2022,189
AGE3462,Hundred,Central,Piece,05/10/2024,105
AGE3463,Police,Central,Order,12/12/2023,78
AGE3464,Her,Central,Scene,12/20/2024,285
AGE3465,Story,West,Performance,2023-02-09,9
AGE3466,Choice,North,Water,06/04/2022,150
AGE3467,Shoulder,West,Too,28/12/2024,224
AGE3468,Name,North,Professional,31-05-2022,177
AGE3469,Much,North,Tax,2024-06-23,34
INVALID_6,Up,West,Social,2023-07-11,296
AGE3471,Rich,West,Cell,29/12/2023,156
AGE3472,Soon,West,Choice,2023-05-28,43
AGE3473,Apply,East,Less,19/10/2022,145
AGE3474,Present,North,Air,2023-03-04,145
AGE3475,Major,South,Human,02/18/2024,47
AGE3476,Exist,North,By,12/16/2024,50
AGE3477,Without,west,College,29/07/2023,190
AGE3478,Quite,West,From,07/08/2024,0
AGE3479,Miss,South,Apply,25-05-2022,122
AGE3480,College,Central,Business,2024-12-22,182
AGE3481,Involve,West,World,08/26/2023,107
AGE3482,There,West,Blood,04-03-2022,283
AGE0494,Gun,Central,Theory,12/15/2024,18
AGE3484,Style,south,Main,08/12/2022,120
AGE3485,Attention,South,Husband,07-09-2023,9999
AGE3486,Free,North,Campaign,10/03/2023,242
AGE3487,Beautiful,Central,Partner,26-02-2024,164
AGE3488,Hundred,West,Local,04/08/2023,287
AGE3489,Fall,North,Body,2023-10-03,16
AGE0342,Position,North,Probably,05/04/2023,35
AGE3491,Security,South,Better,2024-07-18,91
AGE3492,White,North,Grow,13-11-2023,111
AGE3493,Environment,East,Measure,02/25/2024,235
AGE3494,Security,West,Collection,03/11/2024,109
AGE3495,Dream,South,Public,2024-01-02,135
AGE3496,Information,North,End,04/22/2024,204
AGE3497,Democratic,Central,Protect,07/08/2023,55
AGE3498,Girl,south,Account,11/10/2023,27
AGE3499,Challenge,West,Purpose,25/12/2023,51
AGE2842,Think,South,Detail,24-09-2024,49
AGE3501,Hope,East,Admit,11-08-2023,157
AGE3502,Bar,Central,Dog,26/05/2022,141
AGE3503,Back,Central,Her,31-01-2022,254
AGE3504,Commercial,West,Start,06/13/2022,182
AGE3505,Few,North,Little,01/02/2024,79
AGE3506,Detail,south,Vote,2022-08-23,72
AGE3507,Cause,Central,Manager,10/05/2024,46
AGE1916,Pick,East,On,06/02/2023,195
AGE3509,How,Central,Area,07/09/2022,187
AGE3510,After,South,Break,2023-01-14,241
AGE3511,Stuff,Central,Especially,2023-03-22,66
AGE3512,Thought,Central,Allow,19/06/2022,53
AGE3134,Trial,West,Out,07/09/2024,96
AGE3514,Expert,North,Paper,25-06-2022,65
AGE3515,Goal,West,All,11/09/2023,58
AGE3516,Performance,East,Institution,07/13/2024,83
AGE3517,Pick,South,Various,13/11/2022,247
AGE3518,Say,North,Hope,2024-05-20,167
AGE3519,Road,Central,Imagine,29/03/2023,144
AGE3520,Training,NORTH,High,2022-08-22,143
AGE3521,Young,West,Question,2023-10-17,93
AGE3522,Heart,Central,Top,01/16/2023,161
AGE3523,Medical,West,Own,15-04-2022,173
AGE3524,Tough,North,Never,30-12-2022,223
AGE3525,Apply,South,Manager,01/10/2023,226
AGE3526,Star,South,Future,2022-12-13,93
AGE3527,Page,West,Individual,02-04-2022,65
AGE3528,Seven,South,Husband,2024-01-18,282
AGE3529,Sit,North,Plan,15/07/2022,9
AGE3530,Know,South,Deep,18/10/2024,104
AGE3531,National,North,Public,21/01/2022,27
AGE3532,Use,West,Tonight,09/06/2023,169
AGE3533,Direction,North,Beyond,02/27/2024,1
AGE3534,Current,West,Early,09/07/2024,107
AGE3535,Serve,West,Eight,2024-01-15,77
AGE3536,Candidate,South,Physical,2023-03-15,69
AGE3537,News,North,Physical,08-10-2023,112
AGE3538,Board,South,Move,30-09-2024,281
AGE3539,Organization,East,Accept,09-09-2024,126
AGE3540,Camera,West,Either,05-08-2024,249
AGE3541,Water,Central,Threat,05/13/2023,72
AGE3542,South,Central,Result,2024-09-11,285
AGE3543,Newspaper,South,Along,2024-01-29,96
AGE3544,Order,West,Carry,15-07-2022,240
AGE3545,Out,WEST,Be,06-10-2024,140
AGE3546,Increase,East,Learn,2024-09-01,171
AGE3547,Might,Central,Business,2023-08-12,139
AGE3548,Know,East,Five,05-03-2024,172
AGE3549,Him,West,Miss,20-04-2022,222
AGE3550,Feel,East,City,2024-12-18,253
AGE3551,Push,South,Food,27-02-2024,242
AGE3552,Home,East,Safe,2022-04-29,43
AGE3553,Civil,North,Sign,14-05-2022,180
AGE3554,Success,East,Single,05/07/2023,206
AGE3555,Probably,South,Present,04/30/2022,240
AGE3556,Hit,North,Appear,01/18/2022,135
AGE3557,Become,East,Rich,2023-04-22,154
AGE3558,Treat,East,Mouth,23-11-2022,143
AGE3559,For,North,Power,10/10/2024,280
AGE3560,Space,North,Fish,01/19/2023,27
AGE3561,Yourself,West,Community,24/05/2023,9
AGE3562,Allow,North,Point,23/07/2024,211
AGE3563,Past,North,Picture,29/01/2022,130
AGE3564,Road,North,View,05-03-2023,161
AGE3565,Gas,Central,All,26/06/2022,235
INVALID_83,People,Central,Discussion,04/04/2024,30
AGE3567,Culture,West,Well,11/08/2023,65
AGE3568,Light,SOUTH,Same,11-08-2024,6
AGE3569,Southern,West,Section,09-02-2023,170
AGE3570,Media,North,Wind,03/31/2022,25
AGE3571,Reach,East,Not,2024-11-17,56
AGE3572,According,North,Economic,31-05-2022,169
AGE3573,Me,South,Live,31/01/2022,228
AGE3574,Forward,West,Person,28-02-2022,284
AGE3575,Could,South,Either,2023-10-11,210
AGE1593,Body,South,Short,2023-08-22,71
AGE3577,Mind,East,Contain,15/10/2022,200
INVALID_96,Nothing,East,Foot,2022-06-23,245
AGE3579,Possible,North,Painting,06/17/2024,32
AGE3580,Resource,Central,Develop,25-12-2024,67
AGE3581,Dream,South,Argue,12-01-2024,170
AGE3582,Site,North,Win,25-02-2023,184
AGE3583,Argue,East,Important,04/21/2024,144
AGE3584,Your,North,Capital,07/04/2023,107
AGE3585,Develop,West,Sure,30-04-2022,14
AGE3586,Administration,West,Ball,06/05/2023,230
AGE3587,Yourself,East,Ready,12/10/2023,29
AGE3588,Ground,South,Nature,30-10-2022,100
AGE2406,Sure,West,Cup,29-07-2022,224
AGE3590,Right,North,South,20-02-2024,248
AGE3591,Reason,North,Such,11/03/2023,225
AGE3592,Visit,Central,Worry,2023-02-12,250
AGE3593,Moment,North,Mind,2023-10-30,60
AGE3594,Eye,North,Production,06/11/2022,212
AGE3595,Perhaps,West,Speak,12/22/2024,198
AGE3596,Movement,Central,Bit,06/10/2023,71
AGE3597,Safe,Central,Level,08/23/2022,129
AGE3598,Like,Central,Though,01/12/2024,166
AGE3599,Win,North,Hand,07/08/2022,269
AGE3600,Camera,West,Throughout,2024-02-11,201
AGE3601,Walk,East,Current,2024-12-13,99
AGE3602,American,West,Article,2023-10-05,13
AGE3603,Energy,Central,Institution,2022-01-06,171
AGE3604,Author,Central,Cause,2023-04-11,125
AGE3605,Senior,North,Building,30/03/2022,27
AGE3606,Alone,West,According,30/09/2022,212
AGE3607,Before,North,Prove,2024-11-24,239
AGE3608,Follow,East,Effect,02/24/2022,161
AGE3609,At,Central,Up,14/06/2024,161
AGE3610,Almost,west,Simply,2022-10-23,28
AGE3611,Budget,West,Act,04/08/2022,92
AGE3612,Anyone,East,Trouble,2023-08-15,158
AGE3613,Relate,Central,Indeed,21/10/2022,154
AGE3614,Environmental,central,Yard,01/05/2024,111
AGE3615,Special,West,Book,04-12-2024,249
AGE3616,Professor,South,Where,04/08/2024,2
AGE3617,Produce,East,In,24-06-2022,19
AGE3618,Technology,East,My,08/25/2022,96
AGE3619,Put,West,Manage,14/02/2022,205
AGE3620,Condition,East,Because,18-10-2024,239
AGE3621,Animal,east,Relationship,19/08/2022,53
AGE3622,Himself,East,Two,08/02/2022,92
AGE3623,Good,South,Fact,10/15/2023,109
AGE3624,Tree,West,Well,2023-11-25,190
AGE3625,Read,North,Remember,16-12-2024,62
AGE3626,Big,East,Career,18-12-2023,25
AGE3627,Action,East,Born,08/15/2023,297
AGE3628,Maintain,Central,Phone,17-03-2024,168
AGE2498,Painting,South,Risk,12/16/2022,153
AGE3630,Ask,West,This,2023-01-31,218
AGE3631,Determine,East,Line,25/04/2023,131
AGE3632,Certain,South,Explain,18-03-2023,17
AGE3633,Him,North,Realize,22-07-2023,7
AGE3634,Nation,South,Will,04/01/2022,16
INVALID_69,So,Central,Agent,08/25/2023,76
AGE3636,Friend,Central,Card,30-12-2022,104
AGE3637,Cold,Central,Page,2022-05-20,62
AGE3638,Sometimes,Central,Hold,01/19/2023,79
AGE3639,Truth,West,View,11/11/2024,13
AGE3640,Address,East,Image,08/14/2022,263
AGE3641,Short,South,Whatever,09/04/2024,58
AGE3642,Tend,North,Common,2022-11-26,33
AGE3643,Amount,West,Too,08/18/2022,173
AGE3644,Garden,East,Report,17/07/2022,0
AGE3645,Teacher,West,They,25/12/2022,284
AGE3646,Game,West,Pass,2023-02-28,278
AGE3647,Back,South,Born,06/07/2022,9999
AGE3648,Be,Central,Product,2023-04-30,220
AGE3649,Area,Central,Month,10/05/2023,112
AGE3650,Fact,West,People,06/26/2022,267
AGE3651,Rise,East,Appear,14-08-2023,275
AGE3652,From,West,Lot,09/02/2023,213
AGE3653,Would,East,Force,2024-11-13,118
AGE3654,Wall,East,Manage,12/10/2023,133
AGE3655,Dark,West,Thought,21/11/2024,64
AGE3656,Within,South,Happy,12-05-2024,30
AGE3657,Do,East,Bill,03/06/2024,115
AGE3658,Stand,EAST,Himself,02/20/2024,238
AGE3659,Human,North,Believe,01/21/2024,182
AGE2999,Include,North,Outside,05/07/2024,138
AGE3661,Edge,West,Activity,08/22/2023,5
AGE3662,Leader,West,Do,07/01/2024,56
AGE3663,Interesting,Central,Begin,03/06/2023,109
AGE3664,Camera,North,Serve,29/04/2024,225
AGE3665,Involve,West,Travel,21-06-2022,19
AGE3666,Teach,South,Buy,25/08/2024,108
AGE3667,Hand,West,Ready,23-07-2023,20
AGE3668,Health,West,Sea,2023-09-29,169
AGE3669,Federal,South,Television,20-05-2023,107
AGE3670,Cover,North,Stage,25/10/2023,139
AGE3671,Happen,North,National,07-10-2022,9999
AGE3672,Toward,West,Current,27/11/2024,133
AGE3673,Year,West,Girl,2023-01-26,88
AGE3674,Letter,Central,Do,11/06/2024,297
AGE3675,Experience,West,Dark,2024-03-06,84
AGE3676,Interview,East,Party,12/10/2024,70
AGE3677,Natural,South,Write,2024-11-12,120
AGE3678,Leave,North,Decide,05/12/2023,148
AGE3679,Staff,North,Crime,06/02/2023,186
AGE3680,Fish,East,Station,23/06/2022,197
AGE3681,Early,Central,Computer,11-11-2024,160
AGE3682,Put,east,Future,05/28/2022,32
AGE3683,Feeling,North,Coach,02/26/2022,77
AGE3684,Poor,East,Fall,05-11-2023,54
AGE3685,Lay,West,Hundred,08-04-2023,224
AGE3686,Bag,East,Bill,04/07/2024,53
AGE3687,Red,South,Direction,05/16/2022,15
